subject,condition,experiment,task,item_category,item,response_x,response_y,correct_response_x,correct_response_y,distance
138,Active,exp01,spatial_placement,target,straightener,247,242,459,233,212.19095173922943
138,Active,exp01,spatial_placement,lure,walkietalkie,284,343,393,246,145.91093173576817
138,Active,exp01,spatial_placement,lure,wateringcan,361,195,207,235,159.11002482559041
139,Active,exp01,spatial_placement,target,alarmclock,335,94,119,361,343.4312158205774
139,Active,exp01,spatial_placement,target,applecore,143,154,392,350,316.8864149817723
139,Active,exp01,spatial_placement,lure,bikepump,326,152,439,350,227.9758759167294
139,Active,exp01,spatial_placement,lure,blender,268,87,333,170,105.4229576515476
139,Active,exp01,spatial_placement,lure,bowlingball,162,326,466,175,339.43629741086914
139,Active,exp01,spatial_placement,target,broom,81,377,219,186,235.63743335896356
139,Active,exp01,spatial_placement,target,cactus,292,310,167,189,173.97126199461795
139,Active,exp01,spatial_placement,target,camcorder,249,239,272,363,126.11502686040232
139,Active,exp01,spatial_placement,target,dogbowl,289,216,246,210,43.41658669218482
139,Active,exp01,spatial_placement,lure,doghouse,158,262,215,277,58.9406481131655
139,Active,exp01,spatial_placement,target,donut,52,258,186,309,143.37712509323097
139,Active,exp01,spatial_placement,target,fishbowl,330,193,129,290,223.1815404552984
139,Active,exp01,spatial_placement,target,gramophone,130,121,436,237,327.2491405641885
139,Active,exp01,spatial_placement,lure,gumballmachine,446,341,500,190,160.3652081967906
139,Active,exp01,spatial_placement,lure,hairclip,251,112,390,170,150.6154042586614
139,Active,exp01,spatial_placement,lure,hanger,95,166,164,360,205.90531804691204
139,Active,exp01,spatial_placement,lure,iron,127,383,285,222,225.5770378385176
139,Active,exp01,spatial_placement,target,jug,229,232,423,354,229.17242417009948
139,Active,exp01,spatial_placement,lure,ladle,152,272,333,294,182.33211456021672
139,Active,exp01,spatial_placement,lure,landline,86,372,145,410,70.178344238091
139,Active,exp01,spatial_placement,target,laptop,107,360,175,219,156.54072952429985
139,Active,exp01,spatial_placement,target,mailbox,450,167,477,199,41.86884283091664
139,Active,exp01,spatial_placement,target,microscope,468,360,489,358,21.095023109728988
139,Active,exp01,spatial_placement,lure,milkshake,141,304,210,220,108.70602559196064
139,Active,exp01,spatial_placement,lure,mortarpestle,334,216,280,367,160.3652081967906
139,Active,exp01,spatial_placement,target,paperairplane,122,407,385,345,270.2091782304961
139,Active,exp01,spatial_placement,lure,pear,137,203,145,369,166.19265928433782
139,Active,exp01,spatial_placement,lure,pen,267,85,185,337,265.0056603169072
139,Active,exp01,spatial_placement,target,piggybank,309,446,330,202,244.90202122481554
139,Active,exp01,spatial_placement,target,pretzel,117,279,281,193,185.18099254513137
139,Active,exp01,spatial_placement,target,purse,227,321,299,319,72.02777242147643
139,Active,exp01,spatial_placement,lure,racquet,135,374,510,275,387.8479083352133
139,Active,exp01,spatial_placement,target,remote,333,151,371,199,61.220911460055866
139,Active,exp01,spatial_placement,target,rubikscube,290,109,450,267,224.86440358580546
139,Active,exp01,spatial_placement,lure,seashell,225,340,201,358,30.0
139,Active,exp01,spatial_placement,lure,shoppingcart,442,78,494,233,163.4900608599801
139,Active,exp01,spatial_placement,target,skates,125,356,178,237,130.26895255585654
139,Active,exp01,spatial_placement,lure,starfish,239,119,237,201,82.02438661763951
139,Active,exp01,spatial_placement,target,straightener,416,231,459,233,43.04648650006177
139,Active,exp01,spatial_placement,lure,tapemeasure,137,206,189,230,57.271284253105414
139,Active,exp01,spatial_placement,lure,toiletpaper,485,169,422,366,206.82843131445927
139,Active,exp01,spatial_placement,lure,trumpet,258,90,133,232,189.17980864775183
139,Active,exp01,spatial_placement,lure,wateringcan,394,393,207,235,244.8121728999602
140,Active,exp01,spatial_placement,target,alarmclock,318,315,119,361,204.2473990042468
140,Active,exp01,spatial_placement,target,applecore,399,372,392,350,23.08679276123039
140,Active,exp01,spatial_placement,lure,bikepump,229,169,439,350,277.2381647609146
140,Active,exp01,spatial_placement,lure,bowlingball,208,137,466,175,260.78343505675355
140,Active,exp01,spatial_placement,target,broom,159,167,219,186,62.93647591023825
140,Active,exp01,spatial_placement,target,cactus,76,175,167,189,92.07062506576133
140,Active,exp01,spatial_placement,lure,cereal,385,136,348,349,216.18973148602595
140,Active,exp01,spatial_placement,target,dogbowl,124,206,246,210,122.06555615733703
140,Active,exp01,spatial_placement,lure,doghouse,423,211,215,277,218.22007240398395
140,Active,exp01,spatial_placement,target,donut,94,135,186,309,196.82479518597245
140,Active,exp01,spatial_placement,target,feather,141,309,178,288,42.5440947723653
140,Active,exp01,spatial_placement,target,fishbowl,247,100,129,290,223.6604569431083
140,Active,exp01,spatial_placement,lure,frame,425,338,314,343,111.11255554616679
140,Active,exp01,spatial_placement,target,gavel,268,175,318,328,160.96272860510285
140,Active,exp01,spatial_placement,target,gramophone,175,332,436,237,277.7516876636396
140,Active,exp01,spatial_placement,lure,hairclip,221,164,390,170,169.10647533432893
140,Active,exp01,spatial_placement,lure,hanger,301,287,164,360,155.23530526268823
140,Active,exp01,spatial_placement,lure,iron,394,125,285,222,145.91093173576817
140,Active,exp01,spatial_placement,target,jug,406,292,423,354,64.28841264178172
140,Active,exp01,spatial_placement,lure,ladle,148,323,333,294,187.2591786802452
140,Active,exp01,spatial_placement,lure,landline,222,158,145,410,263.50142314606194
140,Active,exp01,spatial_placement,target,mailbox,112,238,477,199,367.07764846146654
140,Active,exp01,spatial_placement,target,microscope,163,145,489,358,389.41622975936684
140,Active,exp01,spatial_placement,lure,milkshake,315,205,210,220,106.06601717798213
140,Active,exp01,spatial_placement,lure,mortarpestle,203,366,280,367,77.00649323271382
140,Active,exp01,spatial_placement,target,paperairplane,166,134,385,345,304.108533257454
140,Active,exp01,spatial_placement,lure,pear,235,199,145,369,192.35384061671346
140,Active,exp01,spatial_placement,lure,pen,109,94,185,337,254.6075411294803
140,Active,exp01,spatial_placement,target,piggybank,356,137,330,202,70.00714249274856
140,Active,exp01,spatial_placement,target,pretzel,444,164,281,193,165.55965692160635
140,Active,exp01,spatial_placement,target,purse,143,319,299,319,156.0
140,Active,exp01,spatial_placement,lure,racquet,454,323,510,275,73.7563556583431
140,Active,exp01,spatial_placement,target,remote,206,119,371,199,183.3712082089225
140,Active,exp01,spatial_placement,target,rubikscube,343,316,450,267,117.6860229593982
140,Active,exp01,spatial_placement,lure,seashell,115,223,201,358,160.0656115472652
140,Active,exp01,spatial_placement,target,skates,176,86,178,237,151.0132444522665
140,Active,exp01,spatial_placement,target,soccerball,375,367,90,270,301.0548122850721
140,Active,exp01,spatial_placement,lure,starfish,309,107,237,201,118.40608092492548
140,Active,exp01,spatial_placement,target,straightener,440,139,459,233,95.90099061010788
140,Active,exp01,spatial_placement,lure,tapemeasure,183,357,189,230,127.1416532848303
140,Active,exp01,spatial_placement,lure,toiletpaper,159,397,422,366,264.82069405543064
140,Active,exp01,spatial_placement,lure,trumpet,297,261,133,232,166.54428840401582
140,Active,exp01,spatial_placement,lure,walkietalkie,393,125,393,246,121.0
140,Active,exp01,spatial_placement,lure,wateringcan,47,152,207,235,180.24705268048075
134,Active,exp01,spatial_placement,target,applecore,142,322,392,350,251.56311335328954
134,Active,exp01,spatial_placement,lure,bikepump,442,125,439,350,225.01999911119012
134,Active,exp01,spatial_placement,target,binoculars,207,323,270,339,65.0
134,Active,exp01,spatial_placement,lure,blender,406,258,333,170,114.33722053644648
134,Active,exp01,spatial_placement,lure,bowlingball,447,130,466,175,48.84669896727925
134,Active,exp01,spatial_placement,target,broom,427,200,219,186,208.47062143141417
134,Active,exp01,spatial_placement,target,camcorder,356,375,272,363,84.8528137423857
134,Active,exp01,spatial_placement,lure,cereal,412,354,348,349,64.19501538281614
134,Active,exp01,spatial_placement,target,dogbowl,236,127,246,210,83.60023923410746
134,Active,exp01,spatial_placement,lure,doghouse,250,361,215,277,91.0
134,Active,exp01,spatial_placement,target,donut,130,200,186,309,122.54386969571347
134,Active,exp01,spatial_placement,target,feather,376,375,178,288,216.2706637526227
134,Active,exp01,spatial_placement,target,fishbowl,300,327,129,290,174.95713760804387
134,Active,exp01,spatial_placement,lure,frame,393,337,314,343,79.22752047110903
134,Active,exp01,spatial_placement,target,gavel,353,392,318,328,72.94518489934754
134,Active,exp01,spatial_placement,target,gramophone,480,211,436,237,51.10772935672255
134,Active,exp01,spatial_placement,lure,gumballmachine,350,70,500,190,192.09372712298546
134,Active,exp01,spatial_placement,lure,hairclip,431,134,390,170,54.56189146281496
134,Active,exp01,spatial_placement,lure,hanger,360,217,164,360,242.62110378118388
134,Active,exp01,spatial_placement,lure,iron,85,354,285,222,239.63305281200255
134,Active,exp01,spatial_placement,target,jug,456,280,423,354,81.02468759581859
134,Active,exp01,spatial_placement,lure,ladle,472,210,333,294,162.40997506310995
134,Active,exp01,spatial_placement,lure,landline,468,187,145,410,392.50222929303214
134,Active,exp01,spatial_placement,target,laptop,269,340,175,219,153.22206107476822
134,Active,exp01,spatial_placement,target,mailbox,78,295,477,199,410.3864032835396
134,Active,exp01,spatial_placement,target,microscope,493,199,489,358,159.05030650709227
134,Active,exp01,spatial_placement,lure,milkshake,159,112,210,220,119.4361754243663
134,Active,exp01,spatial_placement,lure,mortarpestle,342,380,280,367,63.34824385884742
134,Active,exp01,spatial_placement,target,paperairplane,387,380,385,345,35.05709628591621
134,Active,exp01,spatial_placement,lure,pear,107,253,145,369,122.06555615733703
134,Active,exp01,spatial_placement,lure,pen,329,345,185,337,144.22205101855957
134,Active,exp01,spatial_placement,target,piggybank,306,92,330,202,112.58774356030055
134,Active,exp01,spatial_placement,target,pretzel,85,258,281,193,206.49697334343668
134,Active,exp01,spatial_placement,target,purse,445,340,299,319,147.50254235097103
134,Active,exp01,spatial_placement,target,remote,62,312,371,199,329.013677527242
134,Active,exp01,spatial_placement,target,rubikscube,84,261,450,267,366.04917702407147
134,Active,exp01,spatial_placement,lure,seashell,203,191,201,358,167.01197561851666
134,Active,exp01,spatial_placement,lure,shoppingcart,401,166,494,233,114.62111498323509
134,Active,exp01,spatial_placement,target,skates,278,406,178,237,196.3695495742657
134,Active,exp01,spatial_placement,target,soccerball,424,230,90,270,336.38668225719044
134,Active,exp01,spatial_placement,lure,starfish,346,142,237,201,123.94353553130554
134,Active,exp01,spatial_placement,target,straightener,465,273,459,233,40.44749683231337
134,Active,exp01,spatial_placement,lure,tapemeasure,69,360,189,230,176.91806012954132
134,Active,exp01,spatial_placement,lure,toiletpaper,460,282,422,366,92.19544457292888
134,Active,exp01,spatial_placement,lure,trumpet,89,270,133,232,58.137767414994535
134,Active,exp01,spatial_placement,lure,walkietalkie,395,117,393,246,129.0155029444136
135,Active,exp01,spatial_placement,target,alarmclock,146,203,119,361,160.29036153181514
135,Active,exp01,spatial_placement,target,applecore,268,337,392,350,124.67958934805648
135,Active,exp01,spatial_placement,lure,bikepump,93,410,439,350,351.1637794534055
135,Active,exp01,spatial_placement,target,binoculars,445,242,270,339,200.08498194517247
135,Active,exp01,spatial_placement,lure,blender,478,382,333,170,256.8443108188305
135,Active,exp01,spatial_placement,lure,bowlingball,432,241,466,175,74.24284477308234
135,Active,exp01,spatial_placement,target,broom,313,187,219,186,94.00531899844816
135,Active,exp01,spatial_placement,target,cactus,150,430,167,189,241.59884105682295
135,Active,exp01,spatial_placement,target,camcorder,122,304,272,363,161.1862276995153
135,Active,exp01,spatial_placement,lure,cereal,169,348,348,349,179.00279327429502
135,Active,exp01,spatial_placement,target,dogbowl,350,222,246,210,104.6900186264192
135,Active,exp01,spatial_placement,lure,doghouse,409,298,215,277,195.13328778042973
135,Active,exp01,spatial_placement,target,donut,125,240,186,309,92.09777413162601
135,Active,exp01,spatial_placement,target,feather,142,206,178,288,89.55445270895244
135,Active,exp01,spatial_placement,target,fishbowl,182,386,129,290,109.65856099730654
135,Active,exp01,spatial_placement,lure,frame,354,279,314,343,75.47184905645283
135,Active,exp01,spatial_placement,target,gavel,129,171,318,328,245.70307283385773
135,Active,exp01,spatial_placement,target,gramophone,470,161,436,237,83.2586331859946
135,Active,exp01,spatial_placement,lure,gumballmachine,500,95,500,190,95.0
135,Active,exp01,spatial_placement,lure,iron,312,251,285,222,39.6232255123179
135,Active,exp01,spatial_placement,target,jug,445,314,423,354,45.65084884205331
135,Active,exp01,spatial_placement,lure,ladle,270,184,333,294,126.763559432512
135,Active,exp01,spatial_placement,lure,landline,317,171,145,410,294.45712760943655
135,Active,exp01,spatial_placement,target,laptop,182,227,175,219,10.63014581273465
135,Active,exp01,spatial_placement,target,mailbox,95,179,477,199,382.5232019106815
135,Active,exp01,spatial_placement,target,microscope,84,348,489,358,405.123437979093
135,Active,exp01,spatial_placement,lure,milkshake,418,311,210,220,227.03523955544875
135,Active,exp01,spatial_placement,lure,mortarpestle,256,166,280,367,202.42776489404807
135,Active,exp01,spatial_placement,lure,pen,226,270,185,337,78.54934754662193
135,Active,exp01,spatial_placement,target,piggybank,220,211,330,202,110.3675676999362
135,Active,exp01,spatial_placement,target,pretzel,452,263,281,193,184.77283350103176
135,Active,exp01,spatial_placement,target,purse,478,323,299,319,179.0446871593793
135,Active,exp01,spatial_placement,lure,racquet,117,340,510,275,398.33905156286147
135,Active,exp01,spatial_placement,target,remote,343,137,371,199,68.0294054067798
135,Active,exp01,spatial_placement,target,rubikscube,255,330,450,267,204.9243762952568
135,Active,exp01,spatial_placement,lure,seashell,9,151,201,358,282.3349075123372
135,Active,exp01,spatial_placement,lure,shoppingcart,251,394,494,233,291.49614062625255
135,Active,exp01,spatial_placement,target,skates,374,205,178,237,198.59506539690256
135,Active,exp01,spatial_placement,target,soccerball,142,192,90,270,93.74433316206373
135,Active,exp01,spatial_placement,lure,starfish,59,223,237,201,179.35439777156287
135,Active,exp01,spatial_placement,target,straightener,319,354,459,233,185.04323819042943
135,Active,exp01,spatial_placement,lure,tapemeasure,193,245,189,230,15.524174696260024
135,Active,exp01,spatial_placement,lure,toiletpaper,234,327,422,366,192.00260414900626
135,Active,exp01,spatial_placement,lure,trumpet,115,96,133,232,137.18600511714013
135,Active,exp01,spatial_placement,lure,walkietalkie,369,193,393,246,58.180752831155424
135,Active,exp01,spatial_placement,lure,wateringcan,400,313,207,235,208.16579930430456
136,Active,exp01,spatial_placement,target,alarmclock,81,263,119,361,105.1094667477673
136,Active,exp01,spatial_placement,target,applecore,412,350,392,350,20.0
136,Active,exp01,spatial_placement,lure,bikepump,71,364,439,350,368.26620806150544
136,Active,exp01,spatial_placement,target,binoculars,151,124,270,339,245.7356303021603
136,Active,exp01,spatial_placement,lure,blender,102,350,333,170,292.8497908484826
136,Active,exp01,spatial_placement,lure,bowlingball,159,80,466,175,321.3627234139019
136,Active,exp01,spatial_placement,target,broom,354,370,219,186,228.2126201593593
136,Active,exp01,spatial_placement,target,cactus,122,212,167,189,50.53711507397311
136,Active,exp01,spatial_placement,target,camcorder,193,179,272,363,200.24235316236172
136,Active,exp01,spatial_placement,lure,cereal,359,226,348,349,123.4908903522847
136,Active,exp01,spatial_placement,target,dogbowl,104,132,246,210,162.01234520862909
136,Active,exp01,spatial_placement,lure,doghouse,145,146,215,277,148.52945835759317
136,Active,exp01,spatial_placement,target,donut,136,196,186,309,123.5677951571525
136,Active,exp01,spatial_placement,target,feather,410,162,178,288,264.0075756488817
136,Active,exp01,spatial_placement,target,fishbowl,119,154,129,290,136.36715146984628
136,Active,exp01,spatial_placement,lure,frame,184,328,314,343,130.86252328302402
136,Active,exp01,spatial_placement,target,gavel,384,254,318,328,99.15644204992432
136,Active,exp01,spatial_placement,target,gramophone,350,92,436,237,168.5852899869974
136,Active,exp01,spatial_placement,lure,gumballmachine,213,91,500,190,303.5951251255527
136,Active,exp01,spatial_placement,lure,hairclip,161,175,390,170,229.05457864884517
136,Active,exp01,spatial_placement,lure,hanger,397,319,164,360,236.57979626333267
136,Active,exp01,spatial_placement,lure,iron,370,194,285,222,89.49301648732151
136,Active,exp01,spatial_placement,target,jug,401,134,423,354,221.09726366465958
136,Active,exp01,spatial_placement,lure,ladle,458,315,333,294,126.75172582651489
136,Active,exp01,spatial_placement,lure,landline,124,313,145,410,99.24716620639605
136,Active,exp01,spatial_placement,target,laptop,362,189,175,219,189.39112967612817
136,Active,exp01,spatial_placement,target,mailbox,401,203,477,199,76.10519036176179
136,Active,exp01,spatial_placement,target,microscope,371,143,489,358,245.25293066546627
136,Active,exp01,spatial_placement,lure,milkshake,84,205,210,220,126.8897158953396
136,Active,exp01,spatial_placement,lure,mortarpestle,403,202,280,367,205.80087463370995
136,Active,exp01,spatial_placement,target,paperairplane,67,235,385,345,336.48774123287166
136,Active,exp01,spatial_placement,lure,pear,100,319,145,369,67.26812023536856
136,Active,exp01,spatial_placement,target,piggybank,195,330,330,202,186.03494295427404
136,Active,exp01,spatial_placement,target,pretzel,210,166,281,193,75.96051605933177
136,Active,exp01,spatial_placement,target,purse,278,319,299,319,21.0
136,Active,exp01,spatial_placement,lure,racquet,423,294,510,275,89.05054744357274
136,Active,exp01,spatial_placement,target,remote,356,77,371,199,122.9186723000212
136,Active,exp01,spatial_placement,target,rubikscube,384,213,450,267,85.27602242131137
136,Active,exp01,spatial_placement,lure,seashell,162,230,201,358,133.80956617521784
136,Active,exp01,spatial_placement,lure,shoppingcart,405,322,494,233,125.86500705120545
136,Active,exp01,spatial_placement,target,skates,94,306,178,237,108.70602559196064
136,Active,exp01,spatial_placement,target,soccerball,352,288,90,270,262.6175927084855
136,Active,exp01,spatial_placement,lure,starfish,212,144,237,201,62.24146527838174
136,Active,exp01,spatial_placement,target,straightener,128,204,459,233,332.26796414941964
136,Active,exp01,spatial_placement,lure,tapemeasure,135,244,189,230,55.78530272392541
136,Active,exp01,spatial_placement,lure,toiletpaper,72,436,422,366,356.9313659514949
136,Active,exp01,spatial_placement,lure,trumpet,471,123,133,232,355.1408171415953
136,Active,exp01,spatial_placement,lure,walkietalkie,114,247,393,246,279.0017921089397
136,Active,exp01,spatial_placement,lure,wateringcan,124,158,207,235,113.21660655575224
128,Active,exp01,spatial_placement,target,alarmclock,145,125,119,361,237.42788378789885
128,Active,exp01,spatial_placement,target,applecore,399,328,392,350,23.08679276123039
128,Active,exp01,spatial_placement,lure,bikepump,397,297,439,350,67.62396025078685
128,Active,exp01,spatial_placement,target,binoculars,409,263,270,339,158.42032697857937
128,Active,exp01,spatial_placement,lure,blender,356,156,333,170,26.92582403567252
128,Active,exp01,spatial_placement,lure,bowlingball,442,114,466,175,65.55150646628954
128,Active,exp01,spatial_placement,target,cactus,170,207,167,189,18.24828759089466
128,Active,exp01,spatial_placement,target,camcorder,249,352,272,363,25.495097567963924
128,Active,exp01,spatial_placement,lure,cereal,373,327,348,349,33.301651610693426
128,Active,exp01,spatial_placement,target,dogbowl,409,203,246,210,163.1502375113196
128,Active,exp01,spatial_placement,lure,doghouse,214,197,215,277,80.00624975587844
128,Active,exp01,spatial_placement,target,donut,309,368,186,309,136.41847382227965
128,Active,exp01,spatial_placement,target,feather,155,196,178,288,94.83142938920619
128,Active,exp01,spatial_placement,target,fishbowl,439,185,129,290,327.29955698106284
128,Active,exp01,spatial_placement,lure,frame,327,333,314,343,16.401219466856727
128,Active,exp01,spatial_placement,target,gavel,343,329,318,328,25.019992006393608
128,Active,exp01,spatial_placement,target,gramophone,444,172,436,237,65.49045732013177
128,Active,exp01,spatial_placement,lure,gumballmachine,488,119,500,190,72.00694410957877
128,Active,exp01,spatial_placement,lure,hairclip,497,266,390,170,143.75326083258076
128,Active,exp01,spatial_placement,lure,hanger,163,188,164,360,172.00290695217916
128,Active,exp01,spatial_placement,lure,iron,298,195,285,222,29.966648127543394
128,Active,exp01,spatial_placement,target,jug,386,257,423,354,103.81714694596457
128,Active,exp01,spatial_placement,lure,ladle,315,239,333,294,57.87054518492115
128,Active,exp01,spatial_placement,lure,landline,245,255,145,410,184.45866745696716
128,Active,exp01,spatial_placement,target,laptop,127,263,175,219,65.11528238439882
128,Active,exp01,spatial_placement,target,mailbox,203,197,477,199,274.0072991728505
128,Active,exp01,spatial_placement,target,microscope,223,166,489,358,328.05487345869443
128,Active,exp01,spatial_placement,lure,milkshake,145,157,210,220,90.52071586106685
128,Active,exp01,spatial_placement,lure,mortarpestle,290,340,280,367,28.792360097775937
128,Active,exp01,spatial_placement,target,paperairplane,393,355,385,345,12.806248474865697
128,Active,exp01,spatial_placement,lure,pear,107,271,145,369,105.1094667477673
128,Active,exp01,spatial_placement,lure,pen,192,204,185,337,133.18408313308313
128,Active,exp01,spatial_placement,target,piggybank,350,284,330,202,84.40379138403677
128,Active,exp01,spatial_placement,target,pretzel,283,139,281,193,54.037024344425184
128,Active,exp01,spatial_placement,target,purse,201,319,299,319,98.0
128,Active,exp01,spatial_placement,target,remote,386,169,371,199,33.54101966249684
128,Active,exp01,spatial_placement,target,rubikscube,471,142,450,267,126.75172582651489
128,Active,exp01,spatial_placement,lure,seashell,334,296,201,358,146.74126890551273
128,Active,exp01,spatial_placement,lure,shoppingcart,186,175,494,233,313.41346493091197
128,Active,exp01,spatial_placement,target,skates,135,293,178,237,70.60453243241541
128,Active,exp01,spatial_placement,target,soccerball,138,321,90,270,70.03570517957252
128,Active,exp01,spatial_placement,lure,starfish,298,93,237,201,124.03628501370073
128,Active,exp01,spatial_placement,target,straightener,303,206,459,233,158.31929762350515
128,Active,exp01,spatial_placement,lure,toiletpaper,444,376,422,366,24.166091947189145
128,Active,exp01,spatial_placement,lure,walkietalkie,307,129,393,246,145.2067491544384
128,Active,exp01,spatial_placement,lure,wateringcan,181,193,207,235,49.39635614091387
131,Active,exp01,spatial_placement,target,alarmclock,145,370,119,361,27.51363298439521
131,Active,exp01,spatial_placement,target,applecore,397,348,392,350,5.385164807134504
131,Active,exp01,spatial_placement,lure,bikepump,358,359,439,350,81.49846624323675
131,Active,exp01,spatial_placement,target,binoculars,344,198,270,339,159.2388143638353
131,Active,exp01,spatial_placement,lure,blender,238,153,333,170,96.5090669315583
131,Active,exp01,spatial_placement,target,broom,474,150,219,186,257.5286391840721
131,Active,exp01,spatial_placement,target,cactus,317,297,167,189,184.83506160899236
131,Active,exp01,spatial_placement,target,camcorder,271,376,272,363,13.038404810405298
131,Active,exp01,spatial_placement,lure,cereal,339,342,348,349,11.40175425099138
131,Active,exp01,spatial_placement,target,dogbowl,251,221,246,210,12.083045973594572
131,Active,exp01,spatial_placement,lure,doghouse,173,212,215,277,77.38862965578342
131,Active,exp01,spatial_placement,target,donut,177,321,186,309,15.0
131,Active,exp01,spatial_placement,target,feather,425,341,178,288,252.62224763468478
131,Active,exp01,spatial_placement,target,fishbowl,147,259,129,290,35.84689665786984
131,Active,exp01,spatial_placement,lure,frame,312,322,314,343,21.095023109728988
131,Active,exp01,spatial_placement,target,gavel,319,377,318,328,49.01020301937138
131,Active,exp01,spatial_placement,target,gramophone,478,218,436,237,46.09772228646444
131,Active,exp01,spatial_placement,lure,gumballmachine,378,176,500,190,122.80065146407001
131,Active,exp01,spatial_placement,lure,hanger,136,199,164,360,163.41664541900252
131,Active,exp01,spatial_placement,lure,iron,132,342,285,222,194.4453650771856
131,Active,exp01,spatial_placement,target,jug,212,311,423,354,215.3369452741447
131,Active,exp01,spatial_placement,lure,ladle,252,330,333,294,88.63972021616495
131,Active,exp01,spatial_placement,lure,landline,139,401,145,410,10.816653826391969
131,Active,exp01,spatial_placement,target,laptop,134,164,175,219,68.60029154456998
131,Active,exp01,spatial_placement,target,mailbox,427,219,477,199,53.85164807134504
131,Active,exp01,spatial_placement,target,microscope,151,299,489,358,343.11076928595526
131,Active,exp01,spatial_placement,lure,milkshake,407,342,210,220,231.71750041807374
131,Active,exp01,spatial_placement,lure,mortarpestle,309,347,280,367,35.22782990761707
131,Active,exp01,spatial_placement,target,paperairplane,393,336,385,345,12.041594578792296
131,Active,exp01,spatial_placement,lure,pear,168,382,145,369,26.419689627245813
131,Active,exp01,spatial_placement,lure,pen,130,292,185,337,71.06335201775947
131,Active,exp01,spatial_placement,target,piggybank,406,270,330,202,101.9803902718557
131,Active,exp01,spatial_placement,target,pretzel,158,234,281,193,129.65338406690356
131,Active,exp01,spatial_placement,target,purse,183,339,299,319,117.71151175649729
131,Active,exp01,spatial_placement,lure,racquet,486,252,510,275,33.24154027718932
131,Active,exp01,spatial_placement,target,remote,486,224,371,199,117.6860229593982
131,Active,exp01,spatial_placement,target,rubikscube,407,240,450,267,50.774009099144415
131,Active,exp01,spatial_placement,lure,seashell,250,378,201,358,52.92447448959697
131,Active,exp01,spatial_placement,lure,shoppingcart,452,260,494,233,49.92995093127971
131,Active,exp01,spatial_placement,target,skates,181,184,178,237,53.08483775994799
131,Active,exp01,spatial_placement,target,soccerball,169,240,90,270,84.50443775329198
131,Active,exp01,spatial_placement,lure,starfish,149,214,237,201,88.95504482602435
131,Active,exp01,spatial_placement,target,straightener,432,245,459,233,29.546573405388315
131,Active,exp01,spatial_placement,lure,tapemeasure,160,379,189,230,151.79591562357663
131,Active,exp01,spatial_placement,lure,toiletpaper,213,216,422,366,257.25668115716644
131,Active,exp01,spatial_placement,lure,trumpet,295,166,133,232,174.92855684535903
131,Active,exp01,spatial_placement,lure,walkietalkie,357,166,393,246,87.72684879784524
131,Active,exp01,spatial_placement,lure,wateringcan,368,323,207,235,183.48024416813925
132,Active,exp01,spatial_placement,target,alarmclock,274,159,119,361,254.61539623518448
132,Active,exp01,spatial_placement,target,applecore,104,239,392,350,308.65028754238995
132,Active,exp01,spatial_placement,lure,bikepump,338,192,439,350,187.52333188166213
132,Active,exp01,spatial_placement,target,binoculars,208,316,270,339,66.12866246946176
132,Active,exp01,spatial_placement,lure,blender,296,200,333,170,47.634021455258214
132,Active,exp01,spatial_placement,lure,bowlingball,380,203,466,175,90.44335243676011
132,Active,exp01,spatial_placement,target,broom,114,212,219,186,108.17116066678771
132,Active,exp01,spatial_placement,target,cactus,130,229,167,189,54.48853090330111
132,Active,exp01,spatial_placement,target,camcorder,247,333,272,363,39.05124837953327
132,Active,exp01,spatial_placement,lure,cereal,164,292,348,349,192.62658175859323
132,Active,exp01,spatial_placement,target,dogbowl,335,223,246,210,89.94442728707543
132,Active,exp01,spatial_placement,lure,doghouse,111,293,215,277,105.22357150372724
132,Active,exp01,spatial_placement,target,donut,126,373,186,309,87.72684879784524
132,Active,exp01,spatial_placement,target,feather,186,352,178,288,64.4980619863884
132,Active,exp01,spatial_placement,target,fishbowl,341,223,129,290,222.33533232484666
132,Active,exp01,spatial_placement,lure,frame,379,248,314,343,115.10864433221339
132,Active,exp01,spatial_placement,target,gavel,147,374,318,328,177.0790783802536
132,Active,exp01,spatial_placement,target,gramophone,303,316,436,237,154.69324484281788
132,Active,exp01,spatial_placement,lure,gumballmachine,127,272,500,190,381.90705675595996
132,Active,exp01,spatial_placement,lure,hairclip,345,185,390,170,47.43416490252569
132,Active,exp01,spatial_placement,lure,hanger,257,246,164,360,147.12239802287073
132,Active,exp01,spatial_placement,lure,iron,121,365,285,222,217.5890622251036
132,Active,exp01,spatial_placement,target,jug,125,342,423,354,298.24151287169934
132,Active,exp01,spatial_placement,lure,ladle,289,264,333,294,53.25410782277739
132,Active,exp01,spatial_placement,lure,landline,353,288,145,410,241.1389640850271
132,Active,exp01,spatial_placement,target,laptop,288,353,175,219,175.28548142958104
132,Active,exp01,spatial_placement,target,mailbox,128,221,477,199,349.6927222576987
132,Active,exp01,spatial_placement,target,microscope,323,306,489,358,173.95401691251627
132,Active,exp01,spatial_placement,lure,milkshake,129,314,210,220,124.08464852672147
132,Active,exp01,spatial_placement,lure,mortarpestle,388,215,280,367,186.46179233290664
132,Active,exp01,spatial_placement,target,paperairplane,168,208,385,345,256.62813563598206
132,Active,exp01,spatial_placement,lure,pear,276,353,145,369,131.97348218486925
132,Active,exp01,spatial_placement,lure,pen,261,232,185,337,129.61867149450345
