subject,condition,experiment,task,item_category,item,response_x,response_y,correct_response_x,correct_response_y,distance
121,Active,exp01,spatial_placement,target,alarmclock,345,364,119,361,226.01991062736045
121,Active,exp01,spatial_placement,target,applecore,354,355,392,350,38.3275357934736
121,Active,exp01,spatial_placement,lure,bikepump,186,310,439,350,256.14253844295365
121,Active,exp01,spatial_placement,target,binoculars,134,338,270,339,136.0036764208968
121,Active,exp01,spatial_placement,lure,blender,258,135,333,170,82.76472678623425
121,Active,exp01,spatial_placement,target,broom,193,320,219,186,136.49908424601244
121,Active,exp01,spatial_placement,target,cactus,289,362,167,189,211.69081227110448
121,Active,exp01,spatial_placement,target,camcorder,398,359,272,363,126.0634760745554
121,Active,exp01,spatial_placement,lure,cereal,160,269,348,349,204.31348462595415
121,Active,exp01,spatial_placement,target,dogbowl,406,376,246,210,230.5558500667463
121,Active,exp01,spatial_placement,target,feather,195,361,178,288,74.95331880577403
121,Active,exp01,spatial_placement,target,fishbowl,190,148,129,290,154.5477272560163
121,Active,exp01,spatial_placement,lure,frame,316,259,314,343,84.02380615040002
121,Active,exp01,spatial_placement,target,gavel,417,359,318,328,103.74005976477939
121,Active,exp01,spatial_placement,target,gramophone,415,253,436,237,26.40075756488817
121,Active,exp01,spatial_placement,lure,gumballmachine,450,270,500,190,94.33981132056604
121,Active,exp01,spatial_placement,lure,hairclip,149,171,390,170,241.0020746798666
121,Active,exp01,spatial_placement,lure,hanger,379,353,164,360,215.11392330576837
121,Active,exp01,spatial_placement,lure,iron,379,274,285,222,107.42439201596628
121,Active,exp01,spatial_placement,target,jug,293,152,423,354,240.21656895393374
121,Active,exp01,spatial_placement,lure,ladle,404,314,333,294,73.76313442364011
121,Active,exp01,spatial_placement,lure,landline,294,397,145,410,149.56603892595405
121,Active,exp01,spatial_placement,target,mailbox,169,229,477,199,309.45758998609165
121,Active,exp01,spatial_placement,target,microscope,422,319,489,358,77.52418977325722
121,Active,exp01,spatial_placement,lure,milkshake,345,317,210,220,166.23477373883
121,Active,exp01,spatial_placement,lure,mortarpestle,192,183,280,367,203.9607805437114
121,Active,exp01,spatial_placement,target,paperairplane,164,340,385,345,221.05655384991417
121,Active,exp01,spatial_placement,lure,pear,417,190,145,369,325.61480310329875
121,Active,exp01,spatial_placement,lure,pen,290,265,185,337,127.31457104353767
121,Active,exp01,spatial_placement,target,piggybank,154,194,330,202,176.1817243643619
121,Active,exp01,spatial_placement,target,pretzel,432,287,281,193,177.867928531256
121,Active,exp01,spatial_placement,target,purse,145,330,299,319,154.39235732380018
121,Active,exp01,spatial_placement,lure,racquet,409,259,510,275,102.25947388873072
121,Active,exp01,spatial_placement,target,remote,125,301,371,199,266.30809225406574
121,Active,exp01,spatial_placement,target,rubikscube,371,346,450,267,111.72287142747452
121,Active,exp01,spatial_placement,lure,seashell,203,205,201,358,153.0130713370593
121,Active,exp01,spatial_placement,target,skates,414,359,178,237,265.6689669494727
121,Active,exp01,spatial_placement,lure,starfish,202,150,237,201,61.85466837676846
121,Active,exp01,spatial_placement,target,straightener,237,370,459,233,260.8696992753279
121,Active,exp01,spatial_placement,lure,tapemeasure,302,363,189,230,174.52220489095365
121,Active,exp01,spatial_placement,lure,toiletpaper,162,223,422,366,296.73051747334654
121,Active,exp01,spatial_placement,lure,trumpet,401,64,133,232,316.30365157550744
121,Active,exp01,spatial_placement,lure,wateringcan,131,281,207,235,88.83692925805124
120,Active,exp01,spatial_placement,target,alarmclock,200,286,119,361,110.39021695784459
120,Active,exp01,spatial_placement,target,applecore,257,417,392,350,150.71164520368026
120,Active,exp01,spatial_placement,lure,bikepump,440,263,439,350,87.00574693662483
120,Active,exp01,spatial_placement,target,binoculars,194,264,270,339,106.77546534667971
120,Active,exp01,spatial_placement,lure,bowlingball,164,260,466,175,313.73396373360663
120,Active,exp01,spatial_placement,target,broom,242,199,219,186,26.419689627245813
120,Active,exp01,spatial_placement,target,cactus,110,201,167,189,58.249463516842795
120,Active,exp01,spatial_placement,target,camcorder,257,318,272,363,47.43416490252569
120,Active,exp01,spatial_placement,lure,cereal,303,459,348,349,118.84864324004712
120,Active,exp01,spatial_placement,target,dogbowl,266,226,246,210,25.612496949731394
120,Active,exp01,spatial_placement,lure,doghouse,122,235,215,277,102.04410811016969
120,Active,exp01,spatial_placement,target,donut,187,336,186,309,27.018512172212592
120,Active,exp01,spatial_placement,target,feather,156,196,178,288,94.59386872308374
120,Active,exp01,spatial_placement,target,fishbowl,147,272,129,290,25.45584412271571
120,Active,exp01,spatial_placement,lure,frame,402,361,314,343,89.82204629154248
120,Active,exp01,spatial_placement,target,gavel,422,293,318,328,109.73149046650191
120,Active,exp01,spatial_placement,target,gramophone,443,178,436,237,59.413803110051795
120,Active,exp01,spatial_placement,lure,gumballmachine,505,105,500,190,85.14693182963201
120,Active,exp01,spatial_placement,lure,hairclip,329,143,390,170,66.70832032063167
120,Active,exp01,spatial_placement,lure,hanger,436,407,164,360,276.0307953834137
120,Active,exp01,spatial_placement,lure,iron,384,369,285,222,177.22866585290316
120,Active,exp01,spatial_placement,target,jug,385,341,423,354,40.162171256046406
120,Active,exp01,spatial_placement,lure,ladle,357,285,333,294,25.632011235952593
120,Active,exp01,spatial_placement,lure,landline,391,339,145,410,256.04101233982027
120,Active,exp01,spatial_placement,target,mailbox,414,151,477,199,79.20227269466452
120,Active,exp01,spatial_placement,target,microscope,445,319,489,358,58.7962583843564
120,Active,exp01,spatial_placement,lure,milkshake,134,255,210,220,83.6719785830358
120,Active,exp01,spatial_placement,target,paperairplane,382,316,385,345,29.154759474226502
120,Active,exp01,spatial_placement,lure,pen,358,296,185,337,177.79201331893398
120,Active,exp01,spatial_placement,target,piggybank,478,229,330,202,150.44268011438774
120,Active,exp01,spatial_placement,target,pretzel,449,234,281,193,172.93062192682936
120,Active,exp01,spatial_placement,target,purse,296,349,299,319,30.14962686336267
120,Active,exp01,spatial_placement,lure,racquet,453,206,510,275,89.49860334105779
120,Active,exp01,spatial_placement,target,remote,457,302,371,199,134.18271125595876
120,Active,exp01,spatial_placement,target,rubikscube,392,357,450,267,107.07007051459338
120,Active,exp01,spatial_placement,lure,seashell,238,225,201,358,138.0507153186828
120,Active,exp01,spatial_placement,target,skates,350,321,178,237,191.41577782408638
120,Active,exp01,spatial_placement,target,soccerball,411,451,90,270,368.51322907054504
120,Active,exp01,spatial_placement,lure,starfish,423,349,237,201,237.69728648009425
120,Active,exp01,spatial_placement,target,straightener,429,213,459,233,36.05551275463989
120,Active,exp01,spatial_placement,lure,tapemeasure,389,231,189,230,200.0024999843752
120,Active,exp01,spatial_placement,lure,toiletpaper,82,295,422,366,347.33413307649454
120,Active,exp01,spatial_placement,lure,trumpet,485,136,133,232,364.85613603172413
120,Active,exp01,spatial_placement,lure,walkietalkie,116,339,393,246,292.1951402744406
120,Active,exp01,spatial_placement,lure,wateringcan,211,213,207,235,22.360679774997898
122,Active,exp01,spatial_placement,target,alarmclock,456,312,119,361,340.5436829541843
122,Active,exp01,spatial_placement,target,applecore,439,418,392,350,82.66196223173026
122,Active,exp01,spatial_placement,lure,bikepump,124,357,439,350,315.07776817795315
122,Active,exp01,spatial_placement,target,binoculars,423,347,270,339,153.20900756809309
122,Active,exp01,spatial_placement,lure,blender,134,177,333,170,199.12307751739877
122,Active,exp01,spatial_placement,target,camcorder,452,194,272,363,246.9028148887736
122,Active,exp01,spatial_placement,lure,cereal,269,390,348,349,89.00561780022652
122,Active,exp01,spatial_placement,target,donut,160,315,186,309,26.68332812825267
122,Active,exp01,spatial_placement,target,feather,112,405,178,288,134.33167906342868
122,Active,exp01,spatial_placement,target,gavel,140,342,318,328,178.54971296532514
122,Active,exp01,spatial_placement,lure,hanger,110,359,164,360,54.00925846556311
122,Active,exp01,spatial_placement,lure,iron,271,165,285,222,58.69412236331676
122,Active,exp01,spatial_placement,lure,ladle,401,354,333,294,90.68627239003708
122,Active,exp01,spatial_placement,lure,landline,202,336,145,410,93.40770846134703
122,Active,exp01,spatial_placement,target,laptop,433,342,175,219,285.8198733468336
122,Active,exp01,spatial_placement,target,microscope,184,363,489,358,305.04098085339285
122,Active,exp01,spatial_placement,lure,mortarpestle,290,399,280,367,33.52610922848042
122,Active,exp01,spatial_placement,target,paperairplane,307,359,385,345,79.2464510246358
122,Active,exp01,spatial_placement,target,pretzel,434,375,281,193,237.7666923688009
122,Active,exp01,spatial_placement,target,purse,274,299,299,319,32.01562118716424
122,Active,exp01,spatial_placement,lure,racquet,363,172,510,275,179.49373248110922
122,Active,exp01,spatial_placement,target,remote,382,137,371,199,62.96824596572466
122,Active,exp01,spatial_placement,target,rubikscube,262,378,450,267,218.3231549790356
122,Active,exp01,spatial_placement,lure,seashell,346,261,201,358,174.45343218177166
122,Active,exp01,spatial_placement,target,skates,180,398,178,237,161.01242188104618
122,Active,exp01,spatial_placement,lure,starfish,110,389,237,201,226.87661845152752
122,Active,exp01,spatial_placement,target,straightener,283,124,459,233,207.01932276963907
122,Active,exp01,spatial_placement,lure,tapemeasure,146,355,189,230,132.18925826253812
122,Active,exp01,spatial_placement,lure,walkietalkie,143,209,393,246,252.7231687044146
122,Active,exp01,spatial_placement,lure,wateringcan,85,321,207,235,149.26486525636233
123,Active,exp01,spatial_placement,target,applecore,238,283,392,350,167.94344286098223
123,Active,exp01,spatial_placement,lure,bikepump,154,335,439,350,285.3944638566067
123,Active,exp01,spatial_placement,target,binoculars,220,127,270,339,217.81643647805828
123,Active,exp01,spatial_placement,lure,blender,391,163,333,170,58.42088667591412
123,Active,exp01,spatial_placement,lure,bowlingball,447,133,466,175,46.09772228646444
123,Active,exp01,spatial_placement,target,broom,436,315,219,186,252.4480144505003
123,Active,exp01,spatial_placement,target,cactus,199,199,167,189,33.52610922848042
123,Active,exp01,spatial_placement,target,dogbowl,389,132,246,210,162.88953311984167
123,Active,exp01,spatial_placement,lure,doghouse,199,267,215,277,18.867962264113206
123,Active,exp01,spatial_placement,target,donut,208,306,186,309,22.20360331117452
123,Active,exp01,spatial_placement,target,feather,380,288,178,288,202.0
123,Active,exp01,spatial_placement,target,fishbowl,238,168,129,290,163.6001222493431
123,Active,exp01,spatial_placement,lure,frame,328,203,314,343,140.69825869569246
123,Active,exp01,spatial_placement,target,gavel,415,242,318,328,129.634100452003
123,Active,exp01,spatial_placement,target,gramophone,431,176,436,237,61.204574992397426
123,Active,exp01,spatial_placement,lure,gumballmachine,153,122,500,190,353.60005656108143
123,Active,exp01,spatial_placement,lure,hairclip,291,287,390,170,153.26447729333762
123,Active,exp01,spatial_placement,lure,hanger,190,132,164,360,229.47766775876036
123,Active,exp01,spatial_placement,lure,iron,170,264,285,222,122.42957159118053
123,Active,exp01,spatial_placement,target,jug,177,311,423,354,249.7298540423231
123,Active,exp01,spatial_placement,lure,ladle,380,132,333,294,168.6801707374047
123,Active,exp01,spatial_placement,lure,landline,169,211,145,410,200.44201156444225
123,Active,exp01,spatial_placement,target,microscope,249,330,489,358,241.6278129686233
123,Active,exp01,spatial_placement,lure,milkshake,282,158,210,220,95.01578816175763
123,Active,exp01,spatial_placement,lure,mortarpestle,381,221,280,367,177.53027910753704
123,Active,exp01,spatial_placement,target,paperairplane,358,277,385,345,73.16419889536138
123,Active,exp01,spatial_placement,lure,pear,83,202,145,369,178.13758727455584
123,Active,exp01,spatial_placement,lure,pen,397,203,185,337,250.79872407968904
123,Active,exp01,spatial_placement,target,piggybank,154,222,330,202,177.13271860387624
123,Active,exp01,spatial_placement,target,pretzel,287,236,281,193,43.41658669218482
123,Active,exp01,spatial_placement,target,purse,332,256,299,319,71.11961754677819
123,Active,exp01,spatial_placement,lure,racquet,357,181,510,275,179.56892826989863
123,Active,exp01,spatial_placement,target,remote,184,292,371,199,208.84922791334424
123,Active,exp01,spatial_placement,target,rubikscube,355,298,450,267,99.92997548283498
123,Active,exp01,spatial_placement,lure,seashell,137,185,201,358,184.45866745696716
123,Active,exp01,spatial_placement,lure,shoppingcart,120,363,494,233,395.9494917284274
123,Active,exp01,spatial_placement,target,skates,178,178,178,237,59.0
123,Active,exp01,spatial_placement,target,soccerball,247,200,90,270,171.89822570346675
123,Active,exp01,spatial_placement,lure,starfish,136,176,237,201,104.04806581575652
123,Active,exp01,spatial_placement,target,straightener,348,169,459,233,128.1288414058287
123,Active,exp01,spatial_placement,lure,tapemeasure,372,398,189,230,248.421013603922
123,Active,exp01,spatial_placement,lure,toiletpaper,163,131,422,366,349.7227473299385
123,Active,exp01,spatial_placement,lure,trumpet,321,57,133,232,256.8443108188305
123,Active,exp01,spatial_placement,lure,walkietalkie,332,326,393,246,100.60318086422517
124,Active,exp01,spatial_placement,target,alarmclock,432,210,119,361,347.51978360950903
124,Active,exp01,spatial_placement,target,applecore,179,274,392,350,226.15260334561705
124,Active,exp01,spatial_placement,lure,bikepump,194,297,439,350,250.6671099286861
124,Active,exp01,spatial_placement,target,binoculars,372,331,270,339,102.3132444994293
124,Active,exp01,spatial_placement,lure,blender,248,389,333,170,234.9170066214875
124,Active,exp01,spatial_placement,lure,bowlingball,359,330,466,175,188.3454273402994
124,Active,exp01,spatial_placement,target,broom,176,261,219,186,86.45229898620394
124,Active,exp01,spatial_placement,target,cactus,127,237,167,189,62.48199740725323
124,Active,exp01,spatial_placement,target,camcorder,252,251,272,363,113.77170122662314
124,Active,exp01,spatial_placement,lure,cereal,185,298,348,349,170.79227148791014
124,Active,exp01,spatial_placement,lure,doghouse,204,321,215,277,45.35416188179427
124,Active,exp01,spatial_placement,target,donut,122,255,186,309,83.73768566183328
124,Active,exp01,spatial_placement,target,feather,206,320,178,288,42.5205832509386
124,Active,exp01,spatial_placement,target,fishbowl,140,244,129,290,47.29693436154187
124,Active,exp01,spatial_placement,lure,frame,321,299,314,343,44.553338819890925
124,Active,exp01,spatial_placement,target,gavel,149,200,318,328,212.00235847744713
124,Active,exp01,spatial_placement,target,gramophone,373,354,436,237,132.8834075421006
124,Active,exp01,spatial_placement,lure,gumballmachine,479,166,500,190,31.89043743820395
124,Active,exp01,spatial_placement,lure,hairclip,371,193,390,170,29.832867780352597
124,Active,exp01,spatial_placement,lure,hanger,172,269,164,360,91.35097153287424
124,Active,exp01,spatial_placement,target,jug,179,285,423,354,253.56853117056934
124,Active,exp01,spatial_placement,lure,ladle,184,307,333,294,149.56603892595405
124,Active,exp01,spatial_placement,lure,landline,417,298,145,410,294.15642097360376
124,Active,exp01,spatial_placement,target,laptop,180,187,175,219,32.38826948140329
124,Active,exp01,spatial_placement,target,mailbox,136,233,477,199,342.6908227542722
124,Active,exp01,spatial_placement,target,microscope,246,300,489,358,249.8259394058191
124,Active,exp01,spatial_placement,lure,milkshake,408,334,210,220,228.47319317591726
124,Active,exp01,spatial_placement,lure,mortarpestle,179,225,280,367,174.25555945220228
124,Active,exp01,spatial_placement,lure,pear,272,366,145,369,127.03542812932147
124,Active,exp01,spatial_placement,lure,pen,449,325,185,337,264.27258654654287
124,Active,exp01,spatial_placement,target,piggybank,418,220,330,202,89.82204629154248
124,Active,exp01,spatial_placement,target,pretzel,389,194,281,193,108.00462953040486
124,Active,exp01,spatial_placement,lure,racquet,247,375,510,275,281.3698633471609
124,Active,exp01,spatial_placement,target,remote,299,272,371,199,102.53292154230269
124,Active,exp01,spatial_placement,target,rubikscube,407,249,450,267,46.61544808322666
124,Active,exp01,spatial_placement,lure,seashell,425,359,201,358,224.0022321317357
124,Active,exp01,spatial_placement,lure,shoppingcart,148,297,494,233,351.86929391465804
124,Active,exp01,spatial_placement,target,skates,232,221,178,237,56.32051136131489
124,Active,exp01,spatial_placement,target,soccerball,161,301,90,270,77.47257579298626
124,Active,exp01,spatial_placement,lure,starfish,247,213,237,201,15.620499351813308
124,Active,exp01,spatial_placement,target,straightener,312,234,459,233,147.00340132119393
124,Active,exp01,spatial_placement,lure,tapemeasure,353,336,189,230,195.27416623813812
124,Active,exp01,spatial_placement,lure,toiletpaper,110,233,422,366,339.1651515117672
124,Active,exp01,spatial_placement,lure,trumpet,444,256,133,232,311.9246703933499
124,Active,exp01,spatial_placement,lure,walkietalkie,407,259,393,246,19.1049731745428
125,Active,exp01,spatial_placement,target,alarmclock,413,190,119,361,340.1132164441717
125,Active,exp01,spatial_placement,target,applecore,379,192,392,350,158.5339080449353
125,Active,exp01,spatial_placement,lure,bikepump,344,294,439,350,110.27692415006868
125,Active,exp01,spatial_placement,lure,blender,370,236,333,170,75.66372975210778
125,Active,exp01,spatial_placement,lure,bowlingball,437,336,466,175,163.59095329510126
125,Active,exp01,spatial_placement,target,broom,331,212,219,186,114.97825881443848
125,Active,exp01,spatial_placement,target,cactus,168,372,167,189,183.0027322200409
125,Active,exp01,spatial_placement,target,camcorder,216,333,272,363,63.52952069707436
125,Active,exp01,spatial_placement,target,dogbowl,253,224,246,210,15.652475842498529
125,Active,exp01,spatial_placement,target,donut,197,242,186,309,67.89698078707183
125,Active,exp01,spatial_placement,target,feather,412,221,178,288,243.402958075698
125,Active,exp01,spatial_placement,target,fishbowl,254,317,129,290,127.88275880665071
125,Active,exp01,spatial_placement,lure,frame,103,365,314,343,212.14381914163798
125,Active,exp01,spatial_placement,target,gavel,114,383,318,328,211.28416883429767
125,Active,exp01,spatial_placement,target,gramophone,138,271,436,237,299.93332592427936
125,Active,exp01,spatial_placement,lure,hairclip,398,213,390,170,43.73785545725808
125,Active,exp01,spatial_placement,lure,hanger,260,197,164,360,189.16923639957952
125,Active,exp01,spatial_placement,lure,iron,105,324,285,222,206.8912757948
125,Active,exp01,spatial_placement,target,jug,176,193,423,354,294.838939083697
125,Active,exp01,spatial_placement,lure,ladle,306,292,333,294,27.073972741361768
125,Active,exp01,spatial_placement,lure,landline,130,374,145,410,39.0
125,Active,exp01,spatial_placement,target,laptop,155,340,175,219,122.64175471673585
125,Active,exp01,spatial_placement,target,mailbox,259,330,477,199,254.33245958783948
125,Active,exp01,spatial_placement,target,microscope,442,342,489,358,49.64876634922564
125,Active,exp01,spatial_placement,lure,milkshake,159,278,210,220,77.23341245859851
125,Active,exp01,spatial_placement,target,paperairplane,423,375,385,345,48.41487374764082
125,Active,exp01,spatial_placement,lure,pear,413,180,145,369,327.9405433916337
125,Active,exp01,spatial_placement,lure,pen,122,274,185,337,89.09545442950498
125,Active,exp01,spatial_placement,target,piggybank,423,358,330,202,181.61773041198373
125,Active,exp01,spatial_placement,target,pretzel,163,296,281,193,156.6301375853319
125,Active,exp01,spatial_placement,target,purse,190,308,299,319,109.55363982999378
125,Active,exp01,spatial_placement,lure,racquet,423,338,510,275,107.41508273980894
125,Active,exp01,spatial_placement,lure,seashell,236,274,201,358,91.0
125,Active,exp01,spatial_placement,lure,shoppingcart,248,311,494,233,258.0697580112788
125,Active,exp01,spatial_placement,target,skates,175,345,178,237,108.04165863221463
125,Active,exp01,spatial_placement,target,soccerball,443,299,90,270,354.18921496849674
125,Active,exp01,spatial_placement,lure,starfish,227,167,237,201,35.4400902933387
125,Active,exp01,spatial_placement,target,straightener,188,323,459,233,285.55384781158176
125,Active,exp01,spatial_placement,lure,tapemeasure,114,359,189,230,149.21796138535066
125,Active,exp01,spatial_placement,lure,toiletpaper,257,370,422,366,165.04847772699995
125,Active,exp01,spatial_placement,lure,trumpet,110,216,133,232,28.0178514522438
125,Active,exp01,spatial_placement,lure,walkietalkie,126,373,393,246,295.6653513687392
125,Active,exp01,spatial_placement,lure,wateringcan,250,251,207,235,45.880278987817846
126,Active,exp01,spatial_placement,target,applecore,336,362,392,350,57.271284253105414
126,Active,exp01,spatial_placement,lure,bikepump,378,266,439,350,103.81233067415451
126,Active,exp01,spatial_placement,target,broom,165,283,219,186,111.01801655587259
126,Active,exp01,spatial_placement,target,cactus,261,96,167,189,132.23085872821065
126,Active,exp01,spatial_placement,target,camcorder,133,296,272,363,154.30489298787643
126,Active,exp01,spatial_placement,lure,cereal,129,292,348,349,226.29626598775332
126,Active,exp01,spatial_placement,target,dogbowl,198,327,246,210,126.46343345014795
126,Active,exp01,spatial_placement,lure,doghouse,159,369,215,277,107.70329614269008
126,Active,exp01,spatial_placement,target,donut,391,246,186,309,214.46211786700232
126,Active,exp01,spatial_placement,target,feather,146,336,178,288,57.688820407423826
126,Active,exp01,spatial_placement,target,fishbowl,131,303,129,290,13.152946437965905
126,Active,exp01,spatial_placement,lure,frame,297,286,314,343,59.481089431852205
126,Active,exp01,spatial_placement,target,gavel,298,242,318,328,88.29496021857646
126,Active,exp01,spatial_placement,target,gramophone,449,199,436,237,40.162171256046406
126,Active,exp01,spatial_placement,lure,hairclip,408,151,390,170,26.1725046566048
126,Active,exp01,spatial_placement,lure,hanger,189,328,164,360,40.607881008493905
126,Active,exp01,spatial_placement,lure,ladle,198,292,333,294,135.0148140020198
126,Active,exp01,spatial_placement,lure,landline,372,375,145,410,229.68238939892626
126,Active,exp01,spatial_placement,target,microscope,417,198,489,358,175.45369759569047
126,Active,exp01,spatial_placement,lure,milkshake,401,280,210,220,200.2023975880409
126,Active,exp01,spatial_placement,lure,mortarpestle,452,403,280,367,175.72706109191037
126,Active,exp01,spatial_placement,target,paperairplane,211,349,385,345,174.04597093871493
126,Active,exp01,spatial_placement,target,piggybank,316,234,330,202,34.92849839314596
126,Active,exp01,spatial_placement,target,purse,424,245,299,319,145.2618325645109
126,Active,exp01,spatial_placement,lure,racquet,328,313,510,275,185.9247159470736
126,Active,exp01,spatial_placement,target,remote,382,342,371,199,143.42245291445826
126,Active,exp01,spatial_placement,target,rubikscube,443,350,450,267,83.2946576918352
126,Active,exp01,spatial_placement,lure,seashell,227,281,201,358,81.27115109311545
126,Active,exp01,spatial_placement,lure,shoppingcart,243,306,494,233,261.4000765110829
126,Active,exp01,spatial_placement,target,skates,278,169,178,237,120.9297316626478
126,Active,exp01,spatial_placement,target,soccerball,190,318,90,270,110.92339699089638
126,Active,exp01,spatial_placement,lure,starfish,249,255,237,201,55.31726674375732
126,Active,exp01,spatial_placement,target,straightener,429,401,459,233,170.6575518399347
126,Active,exp01,spatial_placement,lure,toiletpaper,500,282,422,366,114.6298390472568
126,Active,exp01,spatial_placement,lure,trumpet,444,102,133,232,337.0771425059848
126,Active,exp01,spatial_placement,lure,wateringcan,162,307,207,235,84.90583018850944
127,Active,exp01,spatial_placement,target,alarmclock,270,371,119,361,151.33076356114773
127,Active,exp01,spatial_placement,target,applecore,163,255,392,350,247.92337525937324
127,Active,exp01,spatial_placement,target,binoculars,215,333,270,339,55.326304774492215
127,Active,exp01,spatial_placement,lure,blender,303,117,333,170,60.90155991434045
127,Active,exp01,spatial_placement,lure,bowlingball,405,190,466,175,62.81719509815764
127,Active,exp01,spatial_placement,target,broom,245,178,219,186,27.202941017470888
127,Active,exp01,spatial_placement,target,cactus,475,341,167,189,343.4646997873289
127,Active,exp01,spatial_placement,target,dogbowl,362,333,246,210,169.07099100673656
127,Active,exp01,spatial_placement,target,donut,163,302,186,309,24.041630560342615
127,Active,exp01,spatial_placement,target,feather,372,342,178,288,201.37527157027003
127,Active,exp01,spatial_placement,target,fishbowl,430,296,129,290,301.0597947252339
127,Active,exp01,spatial_placement,lure,frame,251,363,314,343,66.09841147864296
127,Active,exp01,spatial_placement,target,gavel,110,216,318,328,236.2371689637344
127,Active,exp01,spatial_placement,target,gramophone,461,133,436,237,106.96261028976434
127,Active,exp01,spatial_placement,lure,gumballmachine,482,150,500,190,43.86342439892262
127,Active,exp01,spatial_placement,lure,hairclip,429,186,390,170,42.15447781671598
127,Active,exp01,spatial_placement,lure,iron,263,224,285,222,22.090722034374522
127,Active,exp01,spatial_placement,target,jug,352,233,423,354,140.29255147726127
127,Active,exp01,spatial_placement,lure,ladle,148,317,333,294,186.4242473499625
127,Active,exp01,spatial_placement,lure,landline,447,278,145,410,329.587621126765
127,Active,exp01,spatial_placement,target,laptop,175,218,175,219,1.0
127,Active,exp01,spatial_placement,target,mailbox,485,178,477,199,22.47220505424423
127,Active,exp01,spatial_placement,target,microscope,473,386,489,358,32.2490309931942
127,Active,exp01,spatial_placement,lure,milkshake,120,297,210,220,118.44407963254221
127,Active,exp01,spatial_placement,lure,mortarpestle,257,327,280,367,46.14108798023731
127,Active,exp01,spatial_placement,target,paperairplane,388,334,385,345,11.40175425099138
127,Active,exp01,spatial_placement,lure,pear,183,378,145,369,39.05124837953327
127,Active,exp01,spatial_placement,lure,pen,217,273,185,337,71.55417527999327
127,Active,exp01,spatial_placement,target,piggybank,364,223,330,202,39.96248240537617
127,Active,exp01,spatial_placement,target,pretzel,188,404,281,193,230.58620947489467
127,Active,exp01,spatial_placement,target,purse,301,360,299,319,41.048751503547585
127,Active,exp01,spatial_placement,lure,racquet,54,127,510,275,479.4163117792301
127,Active,exp01,spatial_placement,target,remote,340,232,371,199,45.27692569068709
127,Active,exp01,spatial_placement,target,rubikscube,445,61,450,267,206.0606706773517
127,Active,exp01,spatial_placement,lure,seashell,178,358,201,358,23.0
127,Active,exp01,spatial_placement,lure,shoppingcart,146,139,494,233,360.4719129141687
127,Active,exp01,spatial_placement,target,skates,200,281,178,237,49.193495504995376
127,Active,exp01,spatial_placement,target,soccerball,128,273,90,270,38.118237105091836
127,Active,exp01,spatial_placement,target,straightener,428,349,459,233,120.07081243999309
127,Active,exp01,spatial_placement,lure,tapemeasure,315,361,189,230,181.76083186429358
127,Active,exp01,spatial_placement,lure,toiletpaper,254,229,422,366,216.77868898948532
127,Active,exp01,spatial_placement,lure,trumpet,372,162,133,232,249.04015740438328
127,Active,exp01,spatial_placement,lure,wateringcan,90,404,207,235,205.54804791094466
129,Active,exp01,spatial_placement,target,alarmclock,172,372,119,361,54.12947441089743
129,Active,exp01,spatial_placement,target,applecore,174,277,392,350,229.8978033822855
129,Active,exp01,spatial_placement,lure,bikepump,464,282,439,350,72.44998274671983
129,Active,exp01,spatial_placement,target,binoculars,261,332,270,339,11.40175425099138
129,Active,exp01,spatial_placement,lure,blender,337,155,333,170,15.524174696260024
129,Active,exp01,spatial_placement,lure,bowlingball,487,164,466,175,23.706539182259394
129,Active,exp01,spatial_placement,target,broom,225,137,219,186,49.36598018878993
129,Active,exp01,spatial_placement,target,cactus,141,153,167,189,44.40720662234904
129,Active,exp01,spatial_placement,target,camcorder,256,357,272,363,17.08800749063506
129,Active,exp01,spatial_placement,target,dogbowl,175,256,246,210,84.59905436823747
129,Active,exp01,spatial_placement,lure,doghouse,160,301,215,277,60.00833275470999
129,Active,exp01,spatial_placement,target,donut,82,194,186,309,155.05160431288675
129,Active,exp01,spatial_placement,target,feather,145,258,178,288,44.598206241955516
129,Active,exp01,spatial_placement,target,fishbowl,355,278,129,290,226.3183598385248
129,Active,exp01,spatial_placement,lure,frame,346,301,314,343,52.80151512977634
129,Active,exp01,spatial_placement,target,gavel,328,355,318,328,28.792360097775937
129,Active,exp01,spatial_placement,target,gramophone,419,199,436,237,41.6293165929973
129,Active,exp01,spatial_placement,lure,gumballmachine,239,300,500,190,283.2331195323033
129,Active,exp01,spatial_placement,lure,hairclip,265,185,390,170,125.89678312014172
129,Active,exp01,spatial_placement,lure,hanger,162,376,164,360,16.1245154965971
129,Active,exp01,spatial_placement,lure,iron,262,188,285,222,41.048751503547585
129,Active,exp01,spatial_placement,target,jug,489,222,423,354,147.58048651498612
129,Active,exp01,spatial_placement,lure,ladle,374,290,333,294,41.19465984809196
129,Active,exp01,spatial_placement,lure,landline,459,329,145,410,324.27920068977596
129,Active,exp01,spatial_placement,target,laptop,467,338,175,219,315.3173005085512
129,Active,exp01,spatial_placement,target,mailbox,483,166,477,199,33.54101966249684
129,Active,exp01,spatial_placement,target,microscope,514,322,489,358,43.829214001622255
129,Active,exp01,spatial_placement,lure,milkshake,217,183,210,220,37.656340767525464
129,Active,exp01,spatial_placement,lure,mortarpestle,407,355,280,367,127.56566936288148
